10	0	0	0	1	0	0	0	0	0
1	0	1	11	0	0	-0.0002	0.0015	-4.9990	0	0	-0.0104	0.0193	910.4784
2	0	1	11	0	0	0.0011	0.0008	-4.9984	0	0	0.0866	0.0109	911.5539
3	0	1	11	0	0	0.0007	0.0006	-4.9974	0	0	0.0537	0.0070	910.9604
4	0	1	11	0	0	0.0009	0.0015	-4.9965	0	0	0.0724	0.0198	911.5625
5	0	1	11	0	0	-0.0006	-0.0015	-5.0015	0	0	-0.0370	-0.0201	910.7215
6	0	1	11	0	0	-0.0003	0.0012	-4.9983	0	0	-0.0251	0.0159	911.2371
7	0	1	11	0	0	0.0000	-0.0004	-5.0097	0	0	-0.0057	-0.0052	911.1650
8	0	1	11	0	0	-0.0000	-0.0002	-4.9951	0	0	-0.0010	-0.0031	910.6502
9	0	1	11	0	0	-0.0008	-0.0002	-4.9999	0	0	-0.0571	-0.0027	912.6871
10	0	1	11	0	0	-0.0000	0.0004	-5.0095	0	0	-0.0007	0.0051	908.9328
