    4     1     1 0.000000 0.000000    11 10.000000     0     0 2.390350e+00
    6 0.000000      1   -11     4    -1 -2.994581e-01 -5.381530e-01 5.386851e-01 8.182088e-01 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    7 0.000000      1    11     4    -1 2.188019e+00 1.492755e-01 -2.493178e+00 3.320489e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    4     1     1 0.000000 0.000000    11 10.000000     0     0 3.279991e-01
    3 0.000000      1    11     0    -1 -1.013437e+00 3.215405e-01 -9.426916e+00 9.486685e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    5 0.000000      1  2212     2    -1 3.997377e-01 2.079863e-01 9.524302e+01 9.524871e+01 9.382720e-01 0.000000e+00 0.000000e+00 0.000000e+00
    6 0.000000      1   -11     4    -1 -4.697090e-01 -3.024917e-01 -3.111903e-01 6.395056e-01 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    7 0.000000      1    11     4    -1 1.083408e+00 -2.270351e-01 4.490682e+00 4.625100e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    4     1     1 0.000000 0.000000    11 10.000000     0     0 3.280296e-01
    3 0.000000      1    11     0    -1 1.083748e+00 6.603352e-01 -8.945049e+00 9.034625e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    5 0.000000      1  2212     2    -1 3.773691e-02 1.689136e-01 9.709521e+01 9.709990e+01 9.382720e-01 0.000000e+00 0.000000e+00 0.000000e+00
    6 0.000000      1   -11     4    -1 -1.919264e+00 -1.553709e-01 2.037772e+00 2.803610e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    7 0.000000      1    11     4    -1 7.977793e-01 -6.738779e-01 -1.923375e-01 1.061865e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    4     1     1 0.000000 0.000000    11 10.000000     0     0 3.326920e-01
    3 0.000000      1    11     0    -1 -1.885003e+00 2.808894e+00 -9.481051e+00 1.006645e+01 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    5 0.000000      1  2212     2    -1 1.949431e-01 -4.876806e-01 7.986966e+01 7.987689e+01 9.382720e-01 0.000000e+00 0.000000e+00 0.000000e+00
    6 0.000000      1   -11     4    -1 1.642554e+00 -2.545442e+00 1.004387e+01 1.049079e+01 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    7 0.000000      1    11     4    -1 4.750565e-02 2.242278e-01 9.563118e+00 9.565864e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    4     1     1 0.000000 0.000000    11 10.000000     0     0 3.295620e-01
    3 0.000000      1    11     0    -1 -6.229824e-01 -2.235219e-01 -2.951749e+00 3.025044e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    5 0.000000      1  2212     2    -1 6.116454e-01 2.912101e-01 9.961560e+01 9.962232e+01 9.382720e-01 0.000000e+00 0.000000e+00 0.000000e+00
    6 0.000000      1   -11     4    -1 -3.027015e-01 -1.786317e-01 -6.923873e+00 6.932788e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    7 0.000000      1    11     4    -1 3.140385e-01 1.109435e-01 2.556185e-01 4.198449e-01 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    4     1     1 0.000000 0.000000    11 10.000000     0     0 3.409209e-01
    3 0.000000      1    11     0    -1 -1.139166e+00 -6.772420e-01 -5.334969e+00 5.497113e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    5 0.000000      1  2212     2    -1 -1.254179e-02 1.262634e-01 9.930250e+01 9.930701e+01 9.382720e-01 0.000000e+00 0.000000e+00 0.000000e+00
    6 0.000000      1   -11     4    -1 1.740373e+00 1.456087e+00 -2.747345e+00 3.563284e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    7 0.000000      1    11     4    -1 -5.886652e-01 -9.051081e-01 -1.224586e+00 1.632592e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    4     1     1 0.000000 0.000000    11 10.000000     0     0 3.431004e-01
    3 0.000000      1    11     0    -1 7.983235e-01 -1.008396e+00 -8.562439e+00 8.658495e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    5 0.000000      1  2212     2    -1 1.959682e-01 -1.763093e-02 9.785437e+01 9.785907e+01 9.382720e-01 0.000000e+00 0.000000e+00 0.000000e+00
    6 0.000000      1   -11     4    -1 9.728486e-01 1.065073e+00 3.292893e-01 1.479610e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    7 0.000000      1    11     4    -1 -1.967140e+00 -3.904606e-02 3.743782e-01 2.002829e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    4     1     1 0.000000 0.000000    11 10.000000     0     0 3.480621e-01
    3 0.000000      1    11     0    -1 -2.429207e-02 -9.530922e-01 -5.804088e+00 5.881871e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    5 0.000000      1  2212     2    -1 4.284232e-01 3.965739e-01 9.935047e+01 9.935662e+01 9.382720e-01 0.000000e+00 0.000000e+00 0.000000e+00
    6 0.000000      1   -11     4    -1 -5.195376e-01 1.664669e+00 -1.080160e+00 2.051289e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    7 0.000000      1    11     4    -1 1.154065e-01 -1.108151e+00 -2.470625e+00 2.710223e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    4     1     1 0.000000 0.000000    11 10.000000     0     0 3.429888e-01
    3 0.000000      1    11     0    -1 -2.491103e+00 -3.216931e-01 -9.626172e+00 9.948480e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    5 0.000000      1  2212     2    -1 3.676697e-01 6.619148e-04 8.307054e+01 8.307665e+01 9.382720e-01 0.000000e+00 0.000000e+00 0.000000e+00
    6 0.000000      1   -11     4    -1 1.876824e+00 -5.767241e-01 1.524436e+01 1.537029e+01 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    7 0.000000      1    11     4    -1 2.466095e-01 8.977552e-01 1.306865e+00 1.604580e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    4     1     1 0.000000 0.000000    11 10.000000     0     0 3.428066e-01
    3 0.000000      1    11     0    -1 -1.107194e+00 -1.236105e+00 -7.860153e+00 8.033421e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    5 0.000000      1  2212     2    -1 3.330210e-01 1.309803e-01 9.851889e+01 9.852401e+01 9.382720e-01 0.000000e+00 0.000000e+00 0.000000e+00
    6 0.000000      1   -11     4    -1 -1.009355e+00 8.689290e-01 3.509933e-01 1.377328e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    7 0.000000      1    11     4    -1 1.783528e+00 2.361962e-01 -1.014133e+00 2.065242e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    4     1     1 0.000000 0.000000    11 10.000000     0     0 3.362605e-01
    3 0.000000      1    11     0    -1 7.570596e+00 1.251979e+01 -1.974790e+00 1.476343e+01 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    5 0.000000      1  2212     2    -1 -2.865745e-01 4.568905e-01 5.812018e+01 5.813025e+01 9.382720e-01 0.000000e+00 0.000000e+00 0.000000e+00
    6 0.000000      1   -11     4    -1 -2.718889e+00 -3.255472e+00 1.262909e+01 1.332233e+01 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    7 0.000000      1    11     4    -1 -4.565133e+00 -9.721208e+00 2.122112e+01 2.378399e+01 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    4     1     1 0.000000 0.000000    11 10.000000     0     0 3.399687e-01
    3 0.000000      1    11     0    -1 -2.868450e+00 4.271349e-01 -8.665415e+00 9.137826e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    5 0.000000      1  2212     2    -1 -1.708878e-02 1.932644e-01 9.559272e+01 9.559753e+01 9.382720e-01 0.000000e+00 0.000000e+00 0.000000e+00
    6 0.000000      1   -11     4    -1 -3.940800e-01 6.464029e-01 4.463066e-01 8.788206e-01 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    7 0.000000      1    11     4    -1 3.279619e+00 -1.266802e+00 2.621982e+00 4.385827e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    4     1     1 0.000000 0.000000    11 10.000000     0     0 3.437769e-01
    3 0.000000      1    11     0    -1 7.294217e-01 9.120393e-01 -7.652338e+00 7.740940e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    5 0.000000      1  2212     2    -1 -7.346859e-02 -2.381542e-01 9.881407e+01 9.881884e+01 9.382720e-01 0.000000e+00 0.000000e+00 0.000000e+00
    6 0.000000      1   -11     4    -1 -3.080689e-01 4.749724e-01 -1.934069e+00 2.015224e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    7 0.000000      1    11     4    -1 -3.478841e-01 -1.148858e+00 7.679381e-01 1.425000e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    4     1     1 0.000000 0.000000    11 10.000000     0     0 3.433294e-01
    3 0.000000      1    11     0    -1 -5.800411e-01 -9.289700e-01 -9.776382e+00 9.837534e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    5 0.000000      1  2212     2    -1 -5.329688e-02 -6.141473e-01 8.380904e+01 8.381655e+01 9.382720e-01 0.000000e+00 0.000000e+00 0.000000e+00
    6 0.000000      1   -11     4    -1 1.581592e+00 1.160990e+00 1.395939e+01 1.409659e+01 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    7 0.000000      1    11     4    -1 -9.482545e-01 3.821278e-01 2.003558e+00 2.249322e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    4     1     1 0.000000 0.000000    11 10.000000     0     0 3.460855e-01
    3 0.000000      1    11     0    -1 1.213063e+00 -6.595685e-02 -5.852932e+00 5.977682e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    5 0.000000      1  2212     2    -1 -7.425602e-02 -3.783926e-02 9.926615e+01 9.927062e+01 9.382720e-01 0.000000e+00 0.000000e+00 0.000000e+00
    6 0.000000      1   -11     4    -1 -2.126523e+00 -2.319380e-01 -2.851794e+00 3.564916e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    7 0.000000      1    11     4    -1 9.877162e-01 3.357341e-01 -5.658237e-01 1.186784e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    4     1     1 0.000000 0.000000    11 10.000000     0     0 3.494273e-01
    3 0.000000      1    11     0    -1 -2.829406e+00 1.216771e+00 -9.400844e+00 9.892520e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    5 0.000000      1  2212     2    -1 -1.346590e-01 1.047528e-01 8.549222e+01 8.549754e+01 9.382720e-01 0.000000e+00 0.000000e+00 0.000000e+00
    6 0.000000      1   -11     4    -1 2.190849e+00 4.111226e-01 1.028229e+01 1.052114e+01 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    7 0.000000      1    11     4    -1 7.732163e-01 -1.732646e+00 3.621932e+00 4.088804e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    4     1     1 0.000000 0.000000    11 10.000000     0     0 3.550236e-01
    3 0.000000      1    11     0    -1 1.961357e+00 2.434939e+00 -9.076606e+00 9.600033e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    5 0.000000      1  2212     2    -1 -9.412862e-02 2.276270e-01 9.210997e+01 9.211508e+01 9.382720e-01 0.000000e+00 0.000000e+00 0.000000e+00
    6 0.000000      1   -11     4    -1 -6.335900e-01 -1.768683e-01 4.581844e+00 4.628825e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    7 0.000000      1    11     4    -1 -1.233639e+00 -2.485698e+00 2.380392e+00 3.656067e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    4     1     1 0.000000 0.000000    11 10.000000     0     0 3.549475e-01
    3 0.000000      1    11     0    -1 -4.891936e-01 1.082065e+00 -6.376026e+00 6.485668e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    5 0.000000      1  2212     2    -1 -8.825677e-02 -4.767743e-01 9.921924e+01 9.922486e+01 9.382720e-01 0.000000e+00 0.000000e+00 0.000000e+00
    6 0.000000      1   -11     4    -1 -2.636314e-01 7.867847e-01 -2.489413e+00 2.624064e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    7 0.000000      1    11     4    -1 8.410818e-01 -1.392075e+00 -3.581981e-01 1.665412e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    4     1     1 0.000000 0.000000    11 10.000000     0     0 3.536707e-01
    3 0.000000      1    11     0    -1 -9.107730e-01 -1.705982e+00 -9.347989e+00 9.545930e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    5 0.000000      1  2212     2    -1 1.749471e-01 2.649924e-01 9.437332e+01 9.437851e+01 9.382720e-01 0.000000e+00 0.000000e+00 0.000000e+00
    6 0.000000      1   -11     4    -1 -9.454455e-01 1.497620e+00 3.010315e+00 3.492668e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    7 0.000000      1    11     4    -1 1.681271e+00 -5.662988e-02 1.959955e+00 2.582887e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    4     1     1 0.000000 0.000000    11 10.000000     0     0 3.541504e-01
    3 0.000000      1    11     0    -1 9.806110e-01 -9.456353e-01 -1.457474e+00 1.995007e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    5 0.000000      1  2212     2    -1 2.683881e-01 2.227428e-01 9.937377e+01 9.937881e+01 9.382720e-01 0.000000e+00 0.000000e+00 0.000000e+00
    6 0.000000      1   -11     4    -1 -2.137946e+00 8.093699e-02 -6.423239e+00 6.770182e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    7 0.000000      1    11     4    -1 8.889465e-01 6.419556e-01 -1.497462e+00 1.855997e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    4     1     1 0.000000 0.000000    11 10.000000     0     0 3.495061e-01
    3 0.000000      1    11     0    -1 -2.743799e-01 1.210887e+00 -9.791307e+00 9.869712e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    5 0.000000      1  2212     2    -1 -3.463648e-01 6.015788e-02 8.277334e+01 8.277940e+01 9.382720e-01 0.000000e+00 0.000000e+00 0.000000e+00
    6 0.000000      1   -11     4    -1 -4.792411e-01 -4.336947e-01 6.086290e-01 8.878021e-01 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    7 0.000000      1    11     4    -1 1.099986e+00 -8.373506e-01 1.640494e+01 1.646309e+01 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    4     1     1 0.000000 0.000000    11 10.000000     0     0 3.483789e-01
    3 0.000000      1    11     0    -1 6.702955e-01 1.349886e+00 -7.379143e+00 7.531483e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    5 0.000000      1  2212     2    -1 9.613917e-03 -6.470931e-02 9.876944e+01 9.877392e+01 9.382720e-01 0.000000e+00 0.000000e+00 0.000000e+00
    6 0.000000      1   -11     4    -1 -8.814504e-01 -5.080411e-01 -2.281684e+00 2.498228e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    7 0.000000      1    11     4    -1 2.015410e-01 -7.771359e-01 8.869821e-01 1.196368e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    4     1     1 0.000000 0.000000    11 10.000000     0     0 3.488780e-01
    3 0.000000      1    11     0    -1 9.731722e-01 3.547971e+00 -9.441560e+00 1.013303e+01 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    5 0.000000      1  2212     2    -1 1.426844e-01 6.886609e-02 7.140934e+01 7.141568e+01 9.382720e-01 0.000000e+00 0.000000e+00 0.000000e+00
    6 0.000000      1   -11     4    -1 6.629113e-01 -2.327424e+00 9.930614e+00 1.022123e+01 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    7 0.000000      1    11     4    -1 -1.778768e+00 -1.289414e+00 1.809721e+01 1.823007e+01 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    4     1     1 0.000000 0.000000    11 10.000000     0     0 3.497211e-01
    3 0.000000      1    11     0    -1 -1.422644e+00 5.263342e-01 -9.664709e+00 9.783023e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    5 0.000000      1  2212     2    -1 -9.265203e-01 -6.688196e-02 8.591724e+01 8.592738e+01 9.382720e-01 0.000000e+00 0.000000e+00 0.000000e+00
    6 0.000000      1   -11     4    -1 1.848997e+00 1.943338e-02 1.338106e+01 1.350822e+01 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    7 0.000000      1    11     4    -1 5.001672e-01 -4.788856e-01 3.620086e-01 7.813765e-01 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    4     1     1 0.000000 0.000000    11 10.000000     0     0 3.494392e-01
    3 0.000000      1    11     0    -1 -8.484013e-01 1.220987e+00 -9.292337e+00 9.410533e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
    5 0.000000      1  2212     2    -1 -2.574234e-01 1.837148e-01 9.500431e+01 9.500947e+01 9.382720e-01 0.000000e+00 0.000000e+00 0.000000e+00
    6 0.000000      1   -11     4    -1 1.469419e+00 1.564210e-01 3.492984e+00 3.792703e+00 5.109989e-04 0.000000e+00 0.000000e+00 0.000000e+00
