500	0	0	0	1	0	0	0	0	0
1	0	1	11	0	0	0.0003	-0.0020	-5.0038	0	0	0.0119	-0.0278	912.0157
2	0	1	11	0	0	-0.0002	0.0026	-4.9904	0	0	0.0007	0.0353	910.7274
3	0	1	11	0	0	-0.0002	0.0010	-4.9995	0	0	-0.0156	0.0131	910.0896
4	0	1	11	0	0	-0.0000	0.0010	-5.0052	0	0	-0.0043	0.0130	912.1276
5	0	1	11	0	0	-0.0000	0.0009	-5.0101	0	0	-0.0024	0.0124	912.0699
6	0	1	11	0	0	-0.0002	-0.0003	-4.9989	0	0	-0.0260	-0.0045	911.9773
7	0	1	11	0	0	-0.0012	0.0001	-4.9958	0	0	-0.0998	0.0010	910.4577
8	0	1	11	0	0	0.0010	0.0001	-5.0011	0	0	0.0781	0.0017	912.3631
9	0	1	11	0	0	-0.0003	-0.0012	-4.9913	0	0	-0.0267	-0.0160	910.0470
10	0	1	11	0	0	0.0004	-0.0009	-4.9986	0	0	0.0215	-0.0119	911.6519
11	0	1	11	0	0	-0.0000	0.0004	-5.0026	0	0	0.0010	0.0059	909.5395
12	0	1	11	0	0	0.0005	0.0006	-5.0035	0	0	0.0453	0.0086	911.5741
13	0	1	11	0	0	-0.0002	-0.0000	-5.0003	0	0	-0.0238	-0.0000	911.7209
14	0	1	11	0	0	0.0007	0.0011	-5.0033	0	0	0.0516	0.0146	910.2810
15	0	1	11	0	0	-0.0010	0.0015	-4.9979	0	0	-0.0765	0.0204	911.7192
16	0	1	11	0	0	0.0000	0.0003	-4.9992	0	0	-0.0005	0.0044	911.6023
17	0	1	11	0	0	0.0007	0.0019	-4.9970	0	0	0.0595	0.0254	911.4126
18	0	1	11	0	0	-0.0002	-0.0007	-5.0011	0	0	-0.0201	-0.0095	908.8885
19	0	1	11	0	0	-0.0003	0.0002	-4.9924	0	0	-0.0290	0.0026	912.2990
20	0	1	11	0	0	0.0008	-0.0023	-5.0035	0	0	0.0666	-0.0306	909.6545
21	0	1	11	0	0	-0.0003	-0.0008	-5.0003	0	0	-0.0273	-0.0097	909.9490
